img_url,name,price_list,shop_list
https://s.ek.ua/jpg/1420133.jpg,Panasonic DC-LX100 II,"35230,34238,27700,33999,33999,31999,31999","Kvshop.com.ua,Palladium.ua,KT-group.ua,Stylus.ua,Цифра,Repka.ua,Moyo.ua"
https://s.ek.ua/jpg/1756459.jpg,Nikon Coolpix P950,"42002,39999,39999,42716,39445,39999,39999","Kvshop.com.ua,Moyo.ua,Repka.ua,Tviy-Dim.com,Enko.com.ua,Sokol.ua,АЛЛО"
https://s.ek.ua/jpg/1619809.jpg,Sony A7r IV,"139999,107600,108500,139999,139999,139999,114840","Sony Centre,Easymac.com.ua,KT-group.ua,Moyo.ua,Repka.ua,Sokol.ua,Denika.ua"
https://s.ek.ua/jpg/2171283.jpg,Canon EOS R5 C,"173500,197130,193360,257178,257178,198299","KT-group.ua,Stylus.ua,Цифра,click24.biz,Click24.in.ua,Tv-project.com"
https://s.ek.ua/jpg/1197544.jpg,Olympus OM-D E-M10 III,"31886,31886,27276,31886,31102,31886,31102","click24.biz,Click24.in.ua,Ok24.in.ua,click24.biz,click24.biz,Click24.in.ua,Click24.in.ua"
https://s.ek.ua/jpg/190666.jpg,Olympus TG-1,"7144,6926,6360,6926,7144,6560","click24.biz,Click24.in.ua,Ebox24.biz,click24.biz,Click24.in.ua,Ebox24.biz"
https://s.ek.ua/jpg/2395443.jpg,Hasselblad X1D II 50C,"285754,285754","click24.biz,Click24.in.ua"
https://s.ek.ua/jpg/1730049.jpg,Fujifilm X-T200,"50573,36000,50573,50000","Click24.in.ua,Horoshiy.com.ua,Click24.in.ua,Horoshiy.com.ua"
https://s.ek.ua/jpg/1132174.jpg,Canon EOS M6,"31000,31000","Horoshiy.com.ua,Horoshiy.com.ua"
https://s.ek.ua/jpg/1201535.jpg,Fujifilm X-E3,18687,Click24.in.ua
https://s.ek.ua/jpg/456537.jpg,Canon PowerShot SX60 HS,18000,Horoshiy.com.ua
